,LegislativeBody,Name ,Link,State ,Party ,account
309,house,"Kaptur, Marcy",https://twitter.com/RepMarcyKaptur,OH,D,RepMarcyKaptur
310,house,"Kean, Thomas",https://twitter.com/congressmankean,NJ,R,congressmankean
311,house,"Keating, William",https://twitter.com/USRepKeating,MA,D,USRepKeating
312,house,"Kelly, Mike",https://twitter.com/MikeKellyPA,PA,R,MikeKellyPA
313,house,"Kelly, Robin",https://twitter.com/RepRobinKelly,IL,D,RepRobinKelly
314,house,"Kelly, Trent",https://twitter.com/RepTrentKelly,MS,R,RepTrentKelly
315,house,"Khanna, Ro",https://twitter.com/RepRoKhanna,CA,D,RepRoKhanna
316,house,"Kiggans, Jennifer",https://twitter.com/RepJenKiggans,VA,R,RepJenKiggans
317,house,"Kildee, Dan",https://twitter.com/RepDanKildee,MI,D,RepDanKildee
318,house,"Kiley, Kevin",https://twitter.com/RepKiley,CA,R,RepKiley
319,house,"Kilmer, Derek",https://twitter.com/RepDerekKilmer,WA,D,RepDerekKilmer
320,house,"Kim, Andy",https://twitter.com/RepAndyKimNJ,NJ,D,RepAndyKimNJ
321,house,"Kim, Young",https://twitter.com/RepYoungKim,CA,R,RepYoungKim
322,house,"Krishnamoorthi, Raja",https://twitter.com/CongressmanRaja,IL,D,CongressmanRaja
323,house,"Kuster, Ann",https://twitter.com/RepAnnieKuster,NH,D,RepAnnieKuster
324,house,"Kustoff, David",https://twitter.com/RepDavidKustoff,TN,R,RepDavidKustoff
325,house,"LaHood, Darin",https://twitter.com/RepLaHood,IL,R,RepLaHood
326,house,"LaLota, Nick",https://twitter.com/replalota,NY,R,replalota
327,house,"LaMalfa, Doug",https://twitter.com/RepLaMalfa,CA,R,RepLaMalfa
328,house,"Lamborn, Doug",https://twitter.com/RepDLamborn,CO,R,RepDLamborn
329,house,"Landsman, Greg",https://twitter.com/repgreglandsman,OH,D,repgreglandsman
330,house,"Langworthy, Nicholas",https://twitter.com/RepLangworthy,NY,R,RepLangworthy
331,house,"Larsen, Rick",https://twitter.com/RepRickLarsen,WA,D,RepRickLarsen
332,house,"Larson, John ",https://twitter.com/RepJohnLarson,CT,D,RepJohnLarson
333,house,"Latta, Robert ",https://twitter.com/boblatta,OH,R,boblatta
334,house,"LaTurner, Jake",https://twitter.com/RepLaTurner,KS,R,RepLaTurner
335,house,"Lawler, Michael",https://twitter.com/RepMikeLawler,NY,R,RepMikeLawler
336,house,"Lee, Barbara",https://twitter.com/RepBarbaraLee,CA,D,RepBarbaraLee
337,house,"Lee, Laurel",https://twitter.com/RepLaurelLee,FL,R,RepLaurelLee
338,house,"Lee, Summer",https://twitter.com/RepSummerLee,PA,D,RepSummerLee
339,house,"Lee, Susie",https://twitter.com/RepSusieLee,NV,D,RepSusieLee
340,house,"Leger Fernandez, Teresa",https://twitter.com/RepTeresaLF,NM,D,RepTeresaLF
341,house,"Lesko, Debbie",https://twitter.com/RepDLesko,AZ,R,RepDLesko
342,house,"Letlow, Julia",https://twitter.com/RepJuliaLetlow,LA,R,RepJuliaLetlow
343,house,"Levin, Mike",https://twitter.com/RepMikeLevin,CA,D,RepMikeLevin
344,house,"Lieu, Ted",https://twitter.com/RepTedLieu,CA,D,RepTedLieu
345,house,"Lofgren, Zoe",https://twitter.com/RepZoeLofgren,CA,D,RepZoeLofgren
346,house,"Loudermilk, Barry",https://twitter.com/RepLoudermilk,GA,R,RepLoudermilk
347,house,"Lucas, Frank",https://twitter.com/RepFrankLucas,OK,R,RepFrankLucas
348,house,"Luetkemeyer, Blaine",https://twitter.com/RepBlaine,MO,R,RepBlaine
349,house,"Luna, Anna Paulina",https://twitter.com/RepLuna,FL,R,RepLuna
350,house,"Luttrell, Morgan",https://twitter.com/repluttrell,TX,R,repluttrell
351,house,"Lynch, Stephen ",https://twitter.com/RepStephenLynch,MA,D,RepStephenLynch
352,house,"Mace, Nancy",https://twitter.com/RepNancyMace,SC,R,RepNancyMace
353,house,"Magaziner, Seth",https://twitter.com/Rep_Magaziner,RI,D,Rep_Magaziner
354,house,"Malliotakis, Nicole",https://twitter.com/RepMalliotakis,NY,R,RepMalliotakis
355,house,"Mann, Tracey",https://twitter.com/RepMann,KS,R,RepMann
356,house,"Manning, Kathy ",https://twitter.com/RepKManning,NC,D,RepKManning
357,house,"Massie, Thomas",https://twitter.com/RepThomasMassie,KY,R,RepThomasMassie
358,house,"Mast, Brian",https://twitter.com/RepBrianMast,FL,R,RepBrianMast
359,house,"Matsui, Doris ",https://twitter.com/DorisMatsui,CA,D,DorisMatsui
360,house,"McBath, Lucy",https://twitter.com/RepLucyMcBath,GA,D,RepLucyMcBath
361,house,"McCarthy, Kevin",https://twitter.com/SpeakerMcCarthy,CA,R,SpeakerMcCarthy
362,house,"McCaul, Michael ",https://twitter.com/RepMcCaul,TX,R,RepMcCaul
363,house,"McClain, Lisa C.",https://twitter.com/RepLisaMcClain,MI,R,RepLisaMcClain
364,house,"McClintock, Tom",https://twitter.com/RepMcClintock,CA,R,RepMcClintock
365,house,"McCollum, Betty",https://twitter.com/BettyMcCollum04,MN,D,BettyMcCollum04
366,house,"McCormick, Richard",https://twitter.com/RepMcCormick,GA,R,RepMcCormick
367,house,"McGarvey, Morgan",https://twitter.com/RepMcGarvey,KY,D,RepMcGarvey
368,house,"McGovern, James",https://twitter.com/RepMcGovern,MA,D,RepMcGovern
369,house,"McHenry, Patrick ",https://twitter.com/PatrickMcHenry,NC,R,PatrickMcHenry
370,house,"Meeks, Gregory ",https://twitter.com/RepGregoryMeeks,NY,D,RepGregoryMeeks
371,house,"Menendez, Robert",https://twitter.com/RepMenendez,NJ,D,RepMenendez
372,house,"Meng, Grace",https://twitter.com/RepGraceMeng,NY,D,RepGraceMeng
373,house,"Meuser, Daniel",https://twitter.com/RepMeuser,PA,R,RepMeuser
374,house,"Mfume, Kweisi",https://twitter.com/RepKweisiMfume,MD,D,RepKweisiMfume
375,house,"Miller, Carol",https://twitter.com/RepCarolMiller,WV,R,RepCarolMiller
376,house,"Miller, Mary ",https://twitter.com/RepMaryMiller,IL,R,RepMaryMiller
377,house,"Miller, Max",https://twitter.com/RepMaxMiller,OH,R,RepMaxMiller
378,house,"Miller-Meeks, Mariannette",https://twitter.com/RepMMM,IA,R,RepMMM
379,house,"Mills, Cory",https://twitter.com/repmillspress,FL,R,repmillspress
380,house,"Molinaro, Marcus",https://twitter.com/RepMolinaroNY19,NY,R,RepMolinaroNY19
381,house,"Moolenaar, John",https://twitter.com/RepMoolenaar,MI,R,RepMoolenaar
382,house,"Mooney, Alex",https://twitter.com/RepAlexMooney,WV,R,RepAlexMooney
383,house,"Moore, Barry",https://twitter.com/RepBarryMoore,AL,R,RepBarryMoore
384,house,"Moore, Blake ",https://twitter.com/RepBlakeMoore,UT,R,RepBlakeMoore
385,house,"Moore, Gwen",https://twitter.com/RepGwenMoore,WI,D,RepGwenMoore
386,house,"Moran, Nathaniel",https://twitter.com/RepNateMoran,TX,R,RepNateMoran
387,house,"Morelle, Joe",https://twitter.com/RepJoeMorelle,NY,D,RepJoeMorelle
388,house,"Moskowitz, Jared",https://twitter.com/RepMoskowitz,FL,D,RepMoskowitz
389,house,"Moulton, Seth",https://twitter.com/teammoulton,MA,D,teammoulton
390,house,"Moylan, James",https://twitter.com/JMoylanforGuam,GUAM,R,JMoylanforGuam
391,house,"Mrvan, Frank ",https://twitter.com/RepMrvan,IN,D,RepMrvan
392,house,"Mullin, Kevin",https://twitter.com/RepKevinMullin,CA,D,RepKevinMullin
393,house,"Murphy, Gregory ",https://twitter.com/RepGregMurphy,NC,R,RepGregMurphy
394,house,"Nadler, Jerrold",https://twitter.com/RepJerryNadler,NY,D,RepJerryNadler
395,house,"Napolitano, Grace",https://twitter.com/gracenapolitano,CA,D,gracenapolitano
396,house,"Neal, Richard ",https://twitter.com/RepRichardNeal,MA,D,RepRichardNeal
397,house,"Neguse, Joe",https://twitter.com/RepJoeNeguse,CO,D,RepJoeNeguse
398,house,"Nehls, Troy",https://twitter.com/RepTroyNehls,TX,R,RepTroyNehls
399,house,"Newhouse, Dan",https://twitter.com/RepNewhouse,WA,R,RepNewhouse
400,house,"Nickel, Wiley",https://twitter.com/repwileynickel,NC,D,repwileynickel
401,house,"Norcross, Donald",https://twitter.com/DonaldNorcross,NJ,D,DonaldNorcross
402,house,"Norman, Ralph",https://twitter.com/RepRalphNorman,SC,R,RepRalphNorman
403,house,"Norton, Eleanor Holmes",https://twitter.com/EleanorNorton,DC,D,EleanorNorton
404,house,"Nunn, Zachary",https://twitter.com/zachnunn,IA,R,zachnunn
405,house,"Obernolte, Jay",https://twitter.com/JayObernolte,CA,R,JayObernolte
406,house,"Ocasio-Cortez, Alexandria",https://twitter.com/RepAOC,NY,D,RepAOC
407,house,"Ogles, Andrew",https://twitter.com/repogles,TN,R,repogles
408,house,"Omar, Ilhan",https://twitter.com/Ilhan,MN,D,Ilhan
409,house,"Owens, Burgess",https://twitter.com/RepBurgessOwens,UT,R,RepBurgessOwens
410,house,"Pallone Jr., Frank",https://twitter.com/FrankPallone,NJ,D,FrankPallone
411,house,"Palmer, Gary",https://twitter.com/USRepGaryPalmer,AL,R,USRepGaryPalmer
412,house,"Panetta, Jimmy",https://twitter.com/RepJimmyPanetta,CA,D,RepJimmyPanetta
413,house,"Pappas, Chris",https://twitter.com/RepChrisPappas,NH,D,RepChrisPappas
414,house,"Pascrell Jr., Bill",https://twitter.com/BillPascrell,NJ,D,BillPascrell
415,house,"Payne Jr., Donald",https://twitter.com/RepDonaldPayne,NJ,D,RepDonaldPayne
416,house,"Pelosi, Nancy",https://twitter.com/SpeakerPelosi,CA,D,SpeakerPelosi
417,house,"Peltola, Mary",https://twitter.com/Rep_Peltola,AK,D,Rep_Peltola
418,house,"Pence, Greg",https://twitter.com/RepGregPence,IN,R,RepGregPence
419,house,"Perez, Marie",https://twitter.com/RepMGP,WA,D,RepMGP
420,house,"Perry, Scott",https://twitter.com/RepScottPerry,PA,R,RepScottPerry
421,house,"Peters, Scott",https://twitter.com/RepScottPeters,CA,D,RepScottPeters
422,house,"Pettersen, Brittany",https://twitter.com/RepPettersen,CO,D,RepPettersen
423,house,"Pfluger, August",https://twitter.com/RepPfluger,TX,R,RepPfluger
424,house,"Phillips, Dean",https://twitter.com/RepDeanPhillips,MN,D,RepDeanPhillips
425,house,"Pingree, Chellie",https://twitter.com/chelliepingree,ME,D,chelliepingree
426,house,"Plaskett, Stacey",https://twitter.com/StaceyPlaskett,VI,D,StaceyPlaskett
427,house,"Pocan, Mark",https://twitter.com/repmarkpocan,WI,D,repmarkpocan
428,house,"Porter, Katie",https://twitter.com/RepKatiePorter,CA,D,RepKatiePorter
429,house,"Posey, Bill",https://twitter.com/congbillposey,FL,R,congbillposey
430,house,"Pressley, Ayanna",https://twitter.com/RepPressley,MA,D,RepPressley
431,house,"Quigley, Mike",https://twitter.com/RepMikeQuigley,IL,D,RepMikeQuigley
432,house,"Radewagen, Amata",https://twitter.com/RepAmata,AS,R,RepAmata
433,house,"Ramirez, Delia",https://twitter.com/repdeliaramirez,IL,D,repdeliaramirez
434,house,"Raskin, Jamie",https://twitter.com/RepRaskin,MD,D,RepRaskin
435,house,"Reschenthaler, Guy",https://twitter.com/GReschenthaler,PA,R,GReschenthaler
436,house,"Rodgers, Cathy McMorris",https://twitter.com/cathymcmorris,WA,R,cathymcmorris
437,house,"Rogers, Hal",https://twitter.com/RepHalRogers,KY,R,RepHalRogers
438,house,"Rogers, Mike",https://twitter.com/RepMikeRogersAL,AL,R,RepMikeRogersAL
439,house,"Rose, John ",https://twitter.com/RepJohnRose,TN,R,RepJohnRose
440,house,"Rosendale, Matthew ",https://twitter.com/RepRosendale,MT,R,RepRosendale
441,house,"Ross, Deborah",https://twitter.com/RepDeborahRoss,NC,D,RepDeborahRoss
442,house,"Rouzer, David",https://twitter.com/RepDavidRouzer,NC,R,RepDavidRouzer
443,house,"Roy, Chip",https://twitter.com/RepChipRoy,TX,R,RepChipRoy
444,house,"Ruiz, Raul",https://twitter.com/RepRaulRuizMD,CA,D,RepRaulRuizMD
445,house,"Ruppersberger, C. A. Dutch",https://twitter.com/Call_Me_Dutch,MD,D,Call_Me_Dutch
446,house,"Rutherford, John",https://twitter.com/RepRutherfordFL,FL,R,RepRutherfordFL
447,house,"Ryan, Pat",https://twitter.com/RepPatRyanNY,NY,D,RepPatRyanNY
448,house,"Sablan, Kilili",https://twitter.com/Kilili_Sablan,MARIANA,D,Kilili_Sablan
449,house,"Salazar, Maria ",https://twitter.com/RepMariaSalazar,FL,R,RepMariaSalazar
450,house,"Salinas, Andrea",https://twitter.com/repsalinas,OR,D,repsalinas
451,house,"Sánchez, Linda",https://twitter.com/RepLindaSanchez,CA,D,RepLindaSanchez
452,house,"Santos, George",https://twitter.com/RepSantosNY03,NY,R,RepSantosNY03
453,house,"Sarbanes, John ",https://twitter.com/RepSarbanes,MD,D,RepSarbanes
454,house,"Scalise, Steve",https://twitter.com/SteveScalise,LA,R,SteveScalise
455,house,"Scanlon, Mary ",https://twitter.com/RepMGS,PA,D,RepMGS
456,house,"Schakowsky, Jan",https://twitter.com/janschakowsky,IL,D,janschakowsky
457,house,"Schiff, Adam",https://twitter.com/RepAdamSchiff,CA,D,RepAdamSchiff
458,house,"Schneider, Bradley",https://twitter.com/RepSchneider,IL,D,RepSchneider
459,house,"Scholten, Hillary",https://twitter.com/RepScholten,MI,D,RepScholten
460,house,"Schrier, Kim",https://twitter.com/RepKimSchrier,WA,D,RepKimSchrier
461,house,"Schweikert, David",https://twitter.com/RepDavid,AZ,R,RepDavid
462,house,"Scott, Austin",https://twitter.com/AustinScottGA08,GA,R,AustinScottGA08
463,house,"Scott, David",https://twitter.com/repdavidscott,GA,D,repdavidscott
464,house,"Scott, Bobby",https://twitter.com/BobbyScott,VA,D,BobbyScott
465,house,"Self, Keith",https://twitter.com/repkeithself,TX,R,repkeithself
466,house,"Sessions, Pete",https://twitter.com/PeteSessions,TX,R,PeteSessions
467,house,"Sewell, Terri A.",https://twitter.com/RepTerriSewell,AL,D,RepTerriSewell
468,house,"Sherman, Brad",https://twitter.com/BradSherman,CA,D,BradSherman
469,house,"Sherrill, Mikie",https://twitter.com/RepSherrill,NJ,D,RepSherrill
470,house,"Simpson, Mike",https://twitter.com/CongMikeSimpson,ID,R,CongMikeSimpson
471,house,"Slotkin, Elissa",https://twitter.com/RepSlotkin,MI,D,RepSlotkin
472,house,"Smith, Adam",https://twitter.com/RepAdamSmith,WA,D,RepAdamSmith
473,house,"Smith, Adrian",https://twitter.com/RepAdrianSmith,NE,R,RepAdrianSmith
474,house,"Smith, Chris",,NJ,R,nan
475,house,"Smith, Jason",https://twitter.com/RepJasonSmith,MO,R,RepJasonSmith
476,house,"Smucker, Lloyd",https://twitter.com/RepSmucker,PA,R,RepSmucker
477,house,"Sorensen, Eric",https://twitter.com/RepEricSorensen,IL,D,RepEricSorensen
478,house,"Soto, Darren",https://twitter.com/RepDarrenSoto,FL,D,RepDarrenSoto
479,house,"Spanberger, Abigail",https://twitter.com/RepSpanberger,VA,D,RepSpanberger
480,house,"Spartz, Victoria",https://twitter.com/RepSpartz,IN,R,RepSpartz
481,house,"Stansbury, Melanie ",https://twitter.com/Rep_Stansbury,NM,D,Rep_Stansbury
482,house,"Stanton, Greg",https://twitter.com/RepGregStanton,AZ,D,RepGregStanton
483,house,"Stauber, Pete",https://twitter.com/RepPeteStauber,MN,R,RepPeteStauber
484,house,"Steel, Michelle",https://twitter.com/RepSteel,CA,R,RepSteel
485,house,"Stefanik, Elise",https://twitter.com/RepStefanik,NY,R,RepStefanik
486,house,"Steil, Bryan",https://twitter.com/RepBryanSteil,WI,R,RepBryanSteil
487,house,"Steube, Greg",https://twitter.com/RepGregSteube,FL,R,RepGregSteube
488,house,"Stevens, Haley",https://twitter.com/RepHaleyStevens,MI,D,RepHaleyStevens
489,house,"Stewart, Chris",https://twitter.com/RepChrisStewart,UT,R,RepChrisStewart
490,house,"Strickland, Marilyn",https://twitter.com/RepStricklandWA,WA,D,RepStricklandWA
491,house,"Strong, Dale",https://twitter.com/RepDaleStrong,AL,R,RepDaleStrong
492,house,"Swalwell, Eric",https://twitter.com/RepSwalwell,CA,D,RepSwalwell
493,house,"Sykes, Emilia",https://twitter.com/RepEmiliaSykes,OH,D,RepEmiliaSykes
494,house,"Takano, Mark",https://twitter.com/RepMarkTakano,CA,D,RepMarkTakano
495,house,"Tenney, Claudia",https://twitter.com/RepTenney,NY,R,RepTenney
496,house,"Thanedar, Shri",https://twitter.com/repshrithanedar,MI,D,repshrithanedar
497,house,"Thompson, Bennie ",https://twitter.com/BennieGThompson,MS,D,BennieGThompson
498,house,"Thompson, Glenn",https://twitter.com/CongressmanGT,PA,R,CongressmanGT
499,house,"Thompson, Mike",https://twitter.com/RepThompson,CA,D,RepThompson
500,house,"Tiffany, Thomas ",https://twitter.com/RepTiffany,WI,R,RepTiffany
501,house,"Timmons, William",https://twitter.com/RepTimmons,SC,R,RepTimmons
502,house,"Titus, Dina",https://twitter.com/repdinatitus,NV,D,repdinatitus
503,house,"Tlaib, Rashida",https://twitter.com/RepRashida,MI,D,RepRashida
504,house,"Tokuda, Jill",https://twitter.com/RepJillTokuda,HI,D,RepJillTokuda
505,house,"Tonko, Paul ",https://twitter.com/RepPaulTonko,NY,D,RepPaulTonko
506,house,"Torres, Norma",https://twitter.com/NormaJTorres,CA,D,NormaJTorres
507,house,"Torres, Ritchie",https://twitter.com/RepRitchie,NY,D,RepRitchie
508,house,"Trahan, Lori",https://twitter.com/RepLoriTrahan,MA,D,RepLoriTrahan
509,house,"Trone, David",https://twitter.com/RepDavidTrone,MD,D,RepDavidTrone
510,house,"Turner, Mike",https://twitter.com/RepMikeTurner,OH,R,RepMikeTurner
511,house,"Underwood, Lauren",https://twitter.com/RepUnderwood,IL,D,RepUnderwood
512,house,"Valadao, David ",https://twitter.com/RepDavidValadao,CA,R,RepDavidValadao
513,house,"Van Drew, Jefferson",https://twitter.com/Congressman_JVD,NJ,R,Congressman_JVD
514,house,"Van Duyne, Beth",https://twitter.com/RepBethVanDuyne,TX,R,RepBethVanDuyne
515,house,"Van Orden, Derrick",https://twitter.com/repvanorden,WI,R,repvanorden
516,house,"Vargas, Juan",https://twitter.com/RepJuanVargas,CA,D,RepJuanVargas
517,house,"Vasquez, Gabe",https://twitter.com/RepGabeVasquez,NM,D,RepGabeVasquez
518,house,"Veasey, Marc",https://twitter.com/RepVeasey,TX,D,RepVeasey
519,house,"Velázquez, Nydia ",https://twitter.com/NydiaVelazquez,NY,D,NydiaVelazquez
520,house,"Wagner, Ann",https://twitter.com/RepAnnWagner,MO,R,RepAnnWagner
521,house,"Walberg, Tim",https://twitter.com/RepWalberg,MI,R,RepWalberg
522,house,"Waltz, Michael",https://twitter.com/RepWaltzPress,FL,R,RepWaltzPress
523,house,"Wasserman Schultz, Debbie",https://twitter.com/RepDWStweets,FL,D,RepDWStweets
524,house,"Waters, Maxine",https://twitter.com/RepMaxineWaters,CA,D,RepMaxineWaters
525,house,"Watson Coleman, Bonnie",https://twitter.com/RepBonnie,NJ,D,RepBonnie
526,house,"Weber, Randy",https://twitter.com/TXRandy14,TX,R,TXRandy14
527,house,"Webster, Daniel",https://twitter.com/RepWebster,FL,R,RepWebster
528,house,"Wenstrup, Brad",https://twitter.com/RepBradWenstrup,OH,R,RepBradWenstrup
529,house,"Westerman, Bruce",https://twitter.com/RepWesterman,AR,R,RepWesterman
530,house,"Wexton, Jennifer",https://twitter.com/RepWexton,VA,D,RepWexton
531,house,"Wild, Susan",https://twitter.com/RepSusanWild,PA,D,RepSusanWild
532,house,"Williams, Brandon",https://twitter.com/RepWilliams,NY,R,RepWilliams
533,house,"Williams, Nikema",https://twitter.com/RepNikema,GA,D,RepNikema
534,house,"Williams, Roger",https://twitter.com/RepRWilliams,TX,R,RepRWilliams
535,house,"Wilson, Frederica",https://twitter.com/RepWilson,FL,D,RepWilson
536,house,"Wilson, Joe",https://twitter.com/RepJoeWilson,SC,R,RepJoeWilson
537,house,"Wittman, Robert ",https://twitter.com/RobWittman,VA,R,RobWittman
538,house,"Womack, Steve",https://twitter.com/rep_stevewomack,AR,R,rep_stevewomack
539,house,"Yakym, Rudy",https://twitter.com/RepRudyYakym,IN,R,RepRudyYakym
540,house,"Zinke, Ryan",https://twitter.com/RepRyanZinke,MT,R,RepRyanZinke
